,County,Precinct,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PRESLAR,G16PREAROC,G16SOSRESP,G16SOSDOLI,G16SSCRNAK,G16SSCDVIG,G16SACRFRE,G16SACDVAR,COUNTYFP
890,McKinley,Precinct 001,50,274,48,6,0,0,0,0,93,270,89,270,85,273,031
891,McKinley,Precinct 002,65,113,28,0,0,0,0,0,68,127,72,126,69,125,031
892,McKinley,Precinct 003,62,87,14,0,0,0,0,0,72,90,79,82,67,90,031
893,McKinley,Precinct 004,47,262,42,7,0,0,0,0,66,253,64,252,62,251,031
894,McKinley,Precinct 005,104,501,54,11,0,0,0,0,134,479,142,462,131,472,031
895,McKinley,Precinct 006,79,517,87,7,0,0,0,0,124,516,158,480,122,501,031
896,McKinley,Precinct 007,58,360,49,0,0,0,0,0,111,346,113,335,95,345,031
897,McKinley,Precinct 008,27,196,30,7,0,0,0,0,45,202,59,187,46,198,031
898,McKinley,Precinct 009,48,278,67,0,0,0,0,0,88,290,84,296,86,290,031
899,McKinley,Precinct 010,49,293,46,0,0,0,0,0,70,302,84,279,73,287,031
900,McKinley,Precinct 011,31,110,35,0,0,0,0,0,43,126,45,115,51,107,031
901,McKinley,Precinct 012,15,43,8,0,0,0,0,0,17,39,19,36,21,35,031
902,McKinley,Precinct 013,34,163,51,0,0,0,0,0,55,179,46,187,60,175,031
903,McKinley,Precinct 014,151,337,95,0,0,0,0,0,157,399,160,386,152,376,031
904,McKinley,Precinct 015,91,247,58,0,0,0,0,0,86,264,84,257,105,225,031
905,McKinley,Precinct 016,61,182,36,0,0,0,0,0,78,184,80,180,61,193,031
906,McKinley,Precinct 017,215,263,76,12,6,0,0,0,233,328,261,293,234,313,031
907,McKinley,Precinct 018,22,82,8,0,0,0,0,0,28,84,42,69,23,86,031
908,McKinley,Precinct 019,105,362,82,14,0,0,0,0,124,400,120,399,119,394,031
909,McKinley,Precinct 020,108,314,63,0,0,0,0,0,133,333,140,318,119,333,031
910,McKinley,Precinct 021,99,255,49,0,0,0,0,0,126,265,131,259,112,271,031
911,McKinley,Precinct 022,89,229,44,0,0,0,0,0,113,240,92,248,83,257,031
912,McKinley,Precinct 023,93,315,48,0,0,0,0,0,111,312,91,302,102,294,031
913,McKinley,Precinct 024,125,316,59,0,0,0,0,0,136,343,134,336,131,337,031
914,McKinley,Precinct 025,206,532,102,14,12,0,7,0,284,551,258,564,259,555,031
915,McKinley,Precinct 026,181,65,8,7,8,0,0,0,176,89,187,72,181,80,031
916,McKinley,Precinct 027,22,567,44,0,0,0,0,0,83,557,139,495,86,544,031
917,McKinley,Precinct 028,19,227,26,0,0,0,0,0,56,213,75,187,55,205,031
918,McKinley,Precinct 029,15,325,32,0,0,0,0,0,47,322,71,289,57,295,031
919,McKinley,Precinct 030,31,486,32,8,0,0,0,0,84,470,128,425,84,456,031
920,McKinley,Precinct 031,118,159,34,0,6,0,0,0,133,181,141,169,114,192,031
921,McKinley,Precinct 032,66,120,23,0,0,0,0,0,72,135,80,125,64,137,031
922,McKinley,Precinct 033,109,286,66,6,0,0,0,0,130,316,139,306,112,331,031
923,McKinley,Precinct 034,58,135,28,0,0,0,0,0,73,152,66,152,57,158,031
924,McKinley,Precinct 035,49,140,34,0,0,0,0,0,60,159,63,155,57,159,031
925,McKinley,Precinct 036,17,43,6,0,0,0,0,0,18,49,23,43,13,51,031
926,McKinley,Precinct 037,29,75,13,0,0,0,0,0,32,83,32,80,16,91,031
927,McKinley,Precinct 038,47,114,27,0,0,0,0,0,64,122,48,132,44,136,031
928,McKinley,Precinct 039,91,181,32,6,0,0,0,0,93,205,124,177,103,193,031
929,McKinley,Precinct 040,59,104,16,0,0,0,0,0,50,134,72,108,62,118,031
930,McKinley,Precinct 041,83,228,39,0,0,0,0,0,97,248,106,241,86,257,031
931,McKinley,Precinct 042,67,67,6,0,0,0,0,0,63,78,66,74,64,72,031
932,McKinley,Precinct 043,237,235,42,10,0,0,0,0,211,295,261,239,227,265,031
933,McKinley,Precinct 044,124,97,25,0,0,6,0,0,124,119,157,91,143,100,031
934,McKinley,Precinct 045,156,152,25,10,0,0,0,0,161,181,179,157,179,150,031
935,McKinley,Precinct 046,206,204,28,0,8,0,0,0,178,251,238,193,214,212,031
936,McKinley,Precinct 047,47,111,14,0,0,0,0,0,49,124,57,114,36,134,031
937,McKinley,Precinct 048,147,349,82,13,0,0,0,0,187,386,195,368,158,404,031
938,McKinley,Precinct 049,238,296,67,6,12,0,0,0,256,340,302,289,274,310,031
939,McKinley,Precinct 050,53,63,9,0,0,0,0,0,57,58,54,57,55,55,031
940,McKinley,Precinct 051,33,224,40,0,0,0,0,0,58,221,56,209,53,213,031
941,McKinley,Precinct 052,113,71,21,0,0,0,0,0,109,96,122,80,111,86,031
942,McKinley,Precinct 053,29,330,37,7,0,0,0,0,60,301,69,293,56,298,031
943,McKinley,Precinct 054,80,248,38,0,0,0,0,0,98,244,101,237,99,237,031
944,McKinley,Precinct 055,55,163,43,8,9,0,0,0,66,201,79,187,72,188,031
945,McKinley,Precinct 056,178,195,34,0,6,0,0,0,182,224,218,182,194,198,031
946,McKinley,Precinct 057,33,194,23,0,0,0,0,0,48,171,49,169,42,168,031
947,McKinley,Precinct 058,138,216,48,0,0,0,0,0,147,240,162,220,163,214,031
948,McKinley,Precinct 059,69,89,20,6,6,0,0,0,77,112,88,98,80,99,031
949,McKinley,Precinct 060,31,147,27,0,0,0,0,0,35,155,50,142,46,143,031
950,McKinley,Precinct 061,12,117,25,0,0,0,0,0,23,113,29,109,21,113,031
951,McKinley,Precinct 062,30,122,19,0,0,0,0,0,40,126,34,130,48,112,031
952,Mora,PRECINCT 001,110,295,44,0,0,0,0,0,123,300,124,290,101,292,033
953,Mora,PRECINCT 002,93,269,30,9,0,0,0,0,98,290,110,264,88,275,033
954,Mora,PRECINCT 003,64,123,12,0,0,0,0,0,76,121,73,117,70,118,033
955,Mora,PRECINCT 004,56,158,25,0,0,0,0,0,67,168,75,149,58,167,033
956,Mora,PRECINCT 005,72,131,11,0,0,0,0,0,69,144,70,136,63,142,033
957,Mora,PRECINCT 006,43,64,10,0,0,0,0,0,49,68,45,72,45,69,033
958,Mora,PRECINCT 007,22,98,11,0,0,0,0,0,28,92,37,81,34,82,033
959,Mora,PRECINCT 008,66,144,19,0,0,0,0,0,72,150,75,144,69,151,033
960,Mora,PRECINCT 009,31,49,11,0,0,0,0,0,37,50,36,51,40,46,033
961,Mora,PRECINCT 010,47,78,8,0,0,0,0,0,46,81,48,74,51,72,033
962,Mora,PRECINCT 011,61,127,13,0,0,0,0,0,62,126,84,106,71,110,033
963,Otero,Precinct 001,102,409,21,0,0,0,0,0,169,345,126,378,111,388,035
964,Otero,Precinct 002,23,0,0,0,0,0,0,0,16,10,22,0,22,0,035
965,Otero,Precinct 003,23,0,0,0,0,0,0,0,24,0,24,0,25,0,035
966,Otero,Precinct 004,62,0,0,0,0,0,0,0,65,0,64,6,65,0,035
967,Otero,Precinct 005,137,32,6,0,0,0,0,0,129,34,134,29,124,35,035
968,Otero,Precinct 006,111,0,11,0,0,0,0,0,114,15,115,10,117,9,035
969,Otero,Precinct 007,158,41,17,0,0,0,0,0,164,53,160,54,164,50,035
970,Otero,Precinct 008,761,277,78,8,8,0,0,0,754,345,796,292,773,311,035
971,Otero,Precinct 009,355,128,40,12,0,0,0,0,338,178,377,140,356,151,035
972,Otero,Precinct 010,899,299,85,14,10,7,0,0,877,393,917,343,895,361,035
973,Otero,Precinct 011,59,348,116,0,0,0,0,0,110,345,119,311,91,331,035
974,Otero,Precinct 012,413,171,61,6,0,0,0,0,407,225,414,214,412,211,035
975,Otero,Precinct 013,252,203,45,0,0,0,0,0,264,220,257,223,257,224,035
976,Otero,Precinct 014,556,201,63,0,7,0,0,0,554,261,575,231,557,239,035
977,Otero,Precinct 015,496,140,60,0,0,0,0,0,468,206,481,192,485,181,035
978,Otero,Precinct 016,110,60,19,0,0,0,0,0,115,64,103,65,119,57,035
979,Otero,Precinct 017,407,214,60,6,0,0,0,0,407,244,426,221,417,224,035
980,Otero,Precinct 018,1197,416,94,13,15,0,0,0,1178,502,1236,433,1199,457,035
981,Otero,Precinct 019,56,136,19,0,0,0,0,0,66,134,56,141,58,137,035
982,Otero,Precinct 020,75,97,18,0,0,0,0,0,85,97,78,102,71,111,035
983,Otero,Precinct 021,513,236,62,12,0,0,0,0,524,265,532,254,516,264,035
984,Otero,Precinct 022,157,90,14,0,0,0,0,0,153,102,159,89,153,90,035
985,Otero,Precinct 023,170,103,29,0,0,0,0,0,164,129,170,123,162,126,035
986,Otero,Precinct 024,449,197,61,10,9,0,0,0,460,250,483,226,474,227,035
987,Otero,Precinct 025,340,136,35,0,7,0,0,0,333,173,350,149,338,154,035
988,Otero,Precinct 026,180,118,38,0,0,0,0,0,180,151,191,138,192,132,035
989,Otero,Precinct 027,286,111,47,6,0,0,0,0,283,162,308,125,299,127,035
990,Otero,Precinct 028,474,190,74,0,7,0,0,0,484,251,500,224,479,237,035
991,Otero,Precinct 029,549,231,72,0,9,0,0,0,569,277,604,233,582,246,035
992,Otero,Precinct 030,152,105,37,0,6,0,0,0,158,127,166,121,167,119,035
993,Otero,Precinct 031,117,93,35,0,0,0,0,0,128,114,145,97,137,104,035
994,Otero,Precinct 032,136,137,33,0,0,0,0,0,144,149,143,147,142,148,035
995,Otero,Precinct 033,176,128,37,7,0,0,0,0,192,150,193,142,191,139,035
996,Otero,Precinct 034,170,88,15,0,0,0,0,0,157,113,173,95,165,99,035
997,Otero,Precinct 035,517,125,45,0,6,0,0,0,490,186,493,171,504,158,035
998,Otero,Precinct 036,309,164,42,0,0,0,0,0,311,193,325,181,316,183,035
999,Otero,Precinct 037,181,80,29,0,0,0,0,0,184,102,183,97,184,98,035
1000,Otero,Precinct 038,69,28,12,0,0,0,0,0,68,38,66,41,65,35,035
1001,Otero,Precinct 039,317,137,36,0,6,0,0,0,297,188,316,159,307,164,035
1002,Otero,Precinct 040,268,104,19,0,6,0,0,0,269,123,293,95,285,103,035
1003,Otero,Precinct 041,105,340,24,7,0,0,0,0,141,311,116,328,101,343,035
1004,Quay,PRECINCT 001,86,0,6,0,0,0,0,0,75,13,74,11,82,0,037
1005,Quay,PRECINCT 002,60,0,0,0,0,0,0,0,52,10,54,8,58,0,037
1006,Quay,PRECINCT 003,162,38,19,0,0,0,0,0,145,62,151,53,145,55,037
1007,Quay,PRECINCT 004,56,7,0,0,0,0,0,0,44,16,48,10,46,9,037
1008,Quay,PRECINCT 005,509,72,28,0,0,0,0,0,426,161,442,133,455,124,037
1009,Quay,PRECINCT 006,271,54,19,0,0,0,0,0,233,107,255,74,245,82,037
1010,Quay,PRECINCT 007,120,222,48,0,0,0,0,0,139,241,117,259,113,264,037
1011,Quay,PRECINCT 008,118,63,20,0,0,0,0,0,92,104,101,90,95,95,037
1012,Quay,PRECINCT 009,250,177,58,0,0,0,0,0,206,256,225,232,221,236,037
1013,Quay,PRECINCT 010,57,127,27,0,0,0,0,0,71,138,49,155,43,162,037
1014,Quay,PRECINCT 011,293,165,41,0,0,0,0,0,262,219,281,194,273,195,037
1015,Quay,PRECINCT 012,230,86,32,0,0,0,0,0,190,144,219,115,225,107,037
1016,Rio Arriba,Precinct 001,59,289,24,13,0,0,0,0,67,307,70,300,66,298,039
1017,Rio Arriba,Precinct 002,185,651,73,7,0,0,0,0,206,671,201,688,193,683,039
1018,Rio Arriba,Precinct 003,113,276,29,0,0,0,0,0,133,270,112,286,114,286,039
1019,Rio Arriba,Precinct 004,157,407,63,0,0,0,0,0,170,429,142,455,141,429,039
1020,Rio Arriba,Precinct 005,82,214,32,0,0,0,0,0,104,224,76,251,79,246,039
1021,Rio Arriba,Precinct 006,27,146,12,12,0,0,0,0,34,153,29,154,24,151,039
1022,Rio Arriba,Precinct 007,71,333,54,9,0,0,0,0,81,364,123,317,88,343,039
1023,Rio Arriba,Precinct 008,44,144,27,0,0,0,0,0,64,140,49,154,39,156,039
1024,Rio Arriba,Precinct 009,79,177,18,0,0,0,0,0,75,182,66,199,68,180,039
1025,Rio Arriba,Precinct 010,106,326,40,9,0,0,0,0,115,352,114,357,106,353,039
1026,Rio Arriba,Precinct 011,295,575,87,12,0,0,0,0,287,649,315,630,282,646,039
1027,Rio Arriba,Precinct 012,93,194,38,0,0,0,0,0,113,197,79,231,78,230,039
1028,Rio Arriba,Precinct 013,176,414,41,6,0,0,0,0,189,419,143,461,145,433,039
1029,Rio Arriba,Precinct 014,77,247,23,0,0,0,0,0,95,242,80,258,65,260,039
1030,Rio Arriba,Precinct 015,31,117,16,0,0,0,0,0,49,108,36,122,43,111,039
1031,Rio Arriba,Precinct 016,60,172,11,0,0,0,0,0,75,162,55,182,60,170,039
1032,Rio Arriba,Precinct 017,16,76,11,10,0,0,0,0,19,89,21,87,12,96,039
1033,Rio Arriba,Precinct 018,97,148,61,0,0,0,0,0,112,180,99,185,84,194,039
1034,Rio Arriba,Precinct 019,97,126,23,0,0,0,0,0,106,137,126,119,126,113,039
1035,Rio Arriba,Precinct 020,255,331,53,0,0,0,0,0,240,367,257,346,237,353,039
1036,Rio Arriba,Precinct 021,13,33,8,0,0,0,0,0,17,34,14,39,14,35,039
1037,Rio Arriba,Precinct 022,24,65,10,0,0,0,0,0,28,66,33,61,25,66,039
1038,Rio Arriba,Precinct 023,42,103,15,0,0,0,0,0,39,118,34,119,33,112,039
1039,Rio Arriba,Precinct 024,104,484,135,12,0,0,0,0,179,527,195,506,176,519,039
1040,Rio Arriba,Precinct 025,105,25,0,0,0,0,0,0,97,35,106,28,109,25,039
1041,Rio Arriba,Precinct 026,64,110,15,0,0,0,0,0,64,120,52,125,54,122,039
1042,Rio Arriba,Precinct 027,19,36,8,0,0,0,0,0,19,38,15,38,14,35,039
1043,Rio Arriba,Precinct 028,0,21,0,0,0,0,0,0,0,23,6,17,0,20,039
1044,Rio Arriba,Precinct 029,6,0,0,0,0,0,0,0,8,0,8,0,6,0,039
1045,Rio Arriba,Precinct 030,74,40,24,0,0,0,0,0,75,61,70,73,70,64,039
1046,Rio Arriba,Precinct 031,66,347,34,8,0,0,0,0,89,349,78,367,78,356,039
1047,Rio Arriba,Precinct 032,74,168,25,6,0,0,0,0,81,184,77,189,75,185,039
1048,Rio Arriba,Precinct 033,9,53,10,0,0,0,0,0,16,54,11,58,11,57,039
1049,Rio Arriba,Precinct 034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,039
1050,Rio Arriba,Precinct 035,115,332,41,12,0,0,0,0,116,374,143,346,129,353,039
1051,Rio Arriba,Precinct 036,251,571,92,6,0,0,0,0,268,611,221,666,231,638,039
1052,Rio Arriba,Precinct 037,22,89,16,0,0,0,0,0,30,87,27,90,23,92,039
1053,Rio Arriba,Precinct 038,133,394,47,7,0,0,0,0,155,409,162,405,117,448,039
1054,Rio Arriba,Precinct 039,132,391,47,0,0,0,0,0,157,404,133,418,143,400,039
1055,Rio Arriba,Precinct 040,129,330,54,0,0,0,0,0,136,362,134,358,116,368,039
1056,Rio Arriba,Precinct 041,61,539,88,0,0,0,0,0,104,567,115,557,83,576,039
1057,Rio Arriba,Precinct 042,31,91,14,0,0,0,0,0,33,100,31,102,21,107,039
1058,Roosevelt,Precinct 001,131,116,32,0,0,0,0,0,150,127,137,135,135,137,041
1059,Roosevelt,Precinct 002,560,180,50,0,0,0,0,0,540,227,568,201,548,214,041
1060,Roosevelt,Precinct 003,37,11,0,0,0,0,0,0,25,25,32,21,38,14,041
1061,Roosevelt,Precinct 004,209,31,8,0,0,0,0,0,190,47,191,42,199,33,041
1062,Roosevelt,Precinct 005,174,19,7,0,0,0,0,0,152,44,165,28,169,23,041
1063,Roosevelt,Precinct 006,242,25,11,0,0,0,0,0,229,38,226,34,233,28,041
1064,Roosevelt,Precinct 007,74,53,18,0,6,0,0,0,73,72,71,72,71,71,041
1065,Roosevelt,Precinct 008,94,170,37,0,0,0,0,0,118,169,97,189,92,190,041
1066,Roosevelt,Precinct 009,439,181,56,7,7,0,0,0,454,224,455,210,448,221,041
1067,Roosevelt,Precinct 010,386,149,63,0,11,0,0,0,388,189,391,186,396,176,041
1068,Roosevelt,Precinct 011,183,40,16,0,0,0,0,0,174,62,177,56,177,51,041
1069,Roosevelt,Precinct 012,240,126,43,0,0,0,0,0,242,162,238,155,241,150,041
1070,Roosevelt,Precinct 013,70,59,25,0,0,0,0,0,81,73,78,77,77,77,041
1071,Roosevelt,Precinct 014,216,116,55,10,0,0,0,0,233,148,235,138,220,150,041
1072,Roosevelt,Precinct 015,133,44,8,0,0,0,0,0,128,50,124,54,133,46,041
1073,Roosevelt,Precinct 016,94,36,9,0,0,0,0,0,89,48,86,48,98,40,041
1074,Roosevelt,Precinct 017,267,54,20,0,8,0,0,0,255,85,259,79,271,67,041
1075,Roosevelt,Precinct 018,335,44,19,0,0,0,0,0,300,84,320,62,317,58,041
1076,San Juan,Precinct 001,142,398,85,18,0,0,6,0,373,215,200,423,160,457,045
1077,San Juan,Precinct 002,95,328,77,0,8,0,0,0,450,158,155,342,137,359,045
1078,San Juan,Precinct 003,105,280,56,10,0,0,0,0,154,50,128,316,131,311,045
1079,San Juan,Precinct 004,187,548,138,21,8,0,0,0,555,124,285,573,251,592,045
1080,San Juan,Precinct 005,215,605,123,18,0,0,11,0,797,269,289,639,281,642,045
1081,San Juan,Precinct 006,52,125,38,0,0,0,0,0,348,178,69,136,70,133,045
1082,San Juan,Precinct 007,56,177,23,0,0,0,0,0,312,177,74,177,75,176,045
1083,San Juan,Precinct 008,103,485,144,0,0,0,8,0,223,83,174,531,212,484,045
1084,San Juan,Precinct 009,37,154,20,0,0,0,0,0,570,269,56,155,51,155,045
1085,San Juan,Precinct 010,49,221,55,0,0,0,0,0,490,194,79,240,88,224,045
1086,San Juan,Precinct 011,62,214,50,0,0,0,0,0,606,182,74,252,87,237,045
1087,San Juan,Precinct 012,53,177,42,0,0,0,0,0,600,285,60,208,58,210,045
1088,San Juan,Precinct 013,57,329,73,9,0,0,0,0,619,172,95,345,98,335,045
1089,San Juan,Precinct 014,37,135,35,0,0,0,0,0,428,106,50,145,48,147,045
1090,San Juan,Precinct 015,68,236,44,0,0,0,0,0,804,193,81,230,80,225,045
1091,San Juan,Precinct 016,189,318,79,7,0,0,0,0,306,90,171,372,183,359,045
1092,San Juan,Precinct 017,37,78,16,0,0,0,0,0,712,191,58,76,51,85,045
1093,San Juan,Precinct 018,227,290,80,0,0,6,0,0,370,149,249,316,245,314,045
1094,San Juan,Precinct 019,49,86,40,0,0,0,0,0,379,145,57,120,48,127,045
1095,San Juan,Precinct 020,255,396,109,7,0,0,0,0,350,123,288,454,269,469,045
1096,San Juan,Precinct 021,421,166,49,0,11,0,0,0,409,127,441,196,436,195,045
1097,San Juan,Precinct 022,458,300,85,8,9,0,0,0,313,120,460,378,454,383,045
1098,San Juan,Precinct 023,397,134,56,0,8,0,0,0,727,211,403,183,409,173,045
1099,San Juan,Precinct 024,290,55,41,0,8,0,0,0,228,107,305,86,315,73,045
1100,San Juan,Precinct 025,291,85,40,0,17,0,0,0,642,182,317,105,318,101,045
1101,San Juan,Precinct 026,200,118,36,0,0,0,0,0,396,144,202,140,203,136,045
1102,San Juan,Precinct 027,358,234,88,0,0,0,0,0,582,178,373,284,368,287,045
1103,San Juan,Precinct 028,290,96,38,0,0,0,0,0,392,171,297,121,290,124,045
1104,San Juan,Precinct 029,220,111,27,0,0,0,0,0,300,109,232,118,221,126,045
1105,San Juan,Precinct 030,587,165,64,0,0,0,0,0,715,306,614,187,622,174,045
1106,San Juan,Precinct 031,889,249,92,6,20,0,0,0,237,131,964,265,957,255,045
1107,San Juan,Precinct 032,150,56,22,0,0,0,0,0,693,275,152,62,150,63,045
1108,San Juan,Precinct 033,307,155,50,0,8,0,0,0,668,190,328,177,323,185,045
1109,San Juan,Precinct 034,270,155,54,0,0,0,0,0,28263,16233,288,177,282,180,045
1110,San Juan,Precinct 035,223,99,33,0,0,0,0,0,25,0,237,117,236,117,045
1111,San Juan,Precinct 036,265,76,18,0,6,0,0,0,365,97,258,97,261,96,045
1112,San Juan,Precinct 037,293,104,47,7,0,0,0,0,444,145,305,137,306,133,045
1113,San Juan,Precinct 038,460,131,56,0,6,0,0,0,142,103,476,158,480,154,045
1114,San Juan,Precinct 039,767,188,77,7,22,0,0,0,148,68,842,195,826,201,045
1115,San Juan,Precinct 040,328,136,62,8,8,0,0,0,445,195,362,159,374,147,045
1116,San Juan,Precinct 041,710,153,44,0,25,0,0,0,278,123,749,158,738,168,045
1117,San Juan,Precinct 042,622,133,44,0,0,0,0,0,657,178,640,150,636,155,045
1118,San Juan,Precinct 043,316,109,49,0,0,0,0,0,109,69,326,146,321,151,045
1119,San Juan,Precinct 044,656,171,67,6,15,0,0,0,159,87,664,224,670,218,045
1120,San Juan,Precinct 045,383,144,67,0,9,0,0,0,194,46,401,182,404,181,045
1121,San Juan,Precinct 046,453,107,53,0,21,0,0,0,861,164,460,144,466,131,045
1122,San Juan,Precinct 047,146,39,20,0,0,0,0,0,170,33,161,38,159,41,045
1123,San Juan,Precinct 048,550,96,37,0,7,0,0,0,749,156,582,96,566,105,045
1124,San Juan,Precinct 049,769,217,89,9,10,0,0,0,550,164,801,245,786,260,045
1125,San Juan,Precinct 050,340,137,54,6,0,0,0,0,340,76,337,191,356,171,045
1126,San Juan,Precinct 051,307,149,42,0,0,0,0,0,288,68,296,190,301,185,045
1127,San Juan,Precinct 052,238,48,21,0,0,0,0,0,520,146,224,81,226,76,045
1128,San Juan,Precinct 053,578,211,70,0,6,0,0,0,418,89,582,257,576,261,045
1129,San Juan,Precinct 054,505,128,56,0,0,0,0,0,237,68,486,185,481,187,045
1130,San Juan,Precinct 055,605,121,56,6,14,0,0,0,349,103,632,146,625,152,045
1131,San Juan,Precinct 056,594,213,81,7,6,0,0,0,244,83,604,267,599,270,045
1132,San Juan,Precinct 057,677,89,50,0,7,0,0,0,268,145,655,131,652,125,045
1133,San Juan,Precinct 058,453,63,28,0,0,0,0,0,320,102,447,78,444,79,045
1134,San Juan,Precinct 059,789,131,72,0,25,0,0,0,306,111,827,159,818,164,045
1135,San Juan,Precinct 060,324,48,25,0,0,0,0,0,88,58,320,73,330,63,045
1136,San Juan,Precinct 061,741,131,55,0,10,0,0,0,98,58,742,160,751,142,045
1137,San Juan,Precinct 062,374,104,54,6,7,0,0,0,176,90,376,129,376,134,045
1138,San Juan,Precinct 063,383,105,41,0,0,0,0,0,515,197,382,130,379,134,045
1139,San Juan,Precinct 064,364,95,24,0,7,0,0,0,291,102,367,108,359,111,045
1140,San Juan,Precinct 065,437,88,27,0,6,0,0,0,273,100,428,102,429,97,045
1141,San Juan,Precinct 066,312,88,50,0,0,0,0,0,230,87,322,101,315,106,045
1142,San Juan,Precinct 067,745,145,71,8,8,0,0,0,86,88,717,208,734,189,045
1143,San Juan,Precinct 068,243,66,38,6,0,0,0,0,216,240,231,99,227,105,045
1144,San Juan,Precinct 069,644,118,72,0,15,0,0,0,193,197,659,152,656,154,045
1145,San Juan,Precinct 070,405,104,33,0,6,0,0,0,99,67,399,140,405,135,045
1146,San Juan,Precinct 071,618,116,40,0,0,0,0,0,68,53,587,174,595,165,045
1147,San Juan,Precinct 072,411,125,36,0,0,0,0,0,151,121,372,180,373,173,045
1148,San Juan,Precinct 073,311,74,23,0,9,0,0,0,172,40,297,104,283,117,045
1149,San Juan,Precinct 074,717,219,82,0,14,6,0,0,299,87,723,286,720,287,045
1150,San Juan,Precinct 075,263,88,29,0,0,0,0,0,384,104,236,130,241,123,045
1151,San Juan,Precinct 076,727,182,76,0,21,0,0,0,291,90,720,240,711,241,045
1152,San Juan,Precinct 077,697,117,62,7,6,0,0,0,157,39,677,166,685,160,045
1153,San Miguel,Precinct 001,34,198,19,13,0,0,0,0,47,212,63,190,47,203,047
1154,San Miguel,Precinct 002,79,324,38,11,0,0,0,0,97,341,126,307,97,337,047
1155,San Miguel,Precinct 003,45,316,25,6,0,0,0,0,74,314,63,306,66,306,047
1156,San Miguel,Precinct 004,168,552,69,11,0,6,0,0,181,593,235,532,188,570,047
1157,San Miguel,Precinct 005,135,497,62,0,0,0,0,0,184,496,193,484,147,520,047
1158,San Miguel,Precinct 006,64,151,23,0,0,0,0,0,68,162,71,162,55,174,047
1159,San Miguel,Precinct 007,71,211,27,0,0,0,0,0,83,225,107,200,78,225,047
1160,San Miguel,Precinct 008,112,611,70,9,0,0,0,0,164,615,186,588,131,633,047
1161,San Miguel,Precinct 009,101,130,23,0,0,0,0,0,119,137,125,126,110,137,047
1162,San Miguel,Precinct 010,79,192,43,0,0,0,0,0,109,201,120,189,98,203,047
1163,San Miguel,Precinct 011,24,90,15,0,0,0,0,0,31,96,34,91,30,95,047
1164,San Miguel,Precinct 012,93,268,51,12,7,0,0,0,118,305,136,275,109,301,047
1165,San Miguel,Precinct 013,50,197,29,0,0,0,0,0,65,202,69,204,55,211,047
1166,San Miguel,Precinct 014,37,30,7,0,0,0,0,0,40,35,38,35,38,32,047
1167,San Miguel,Precinct 015,81,23,7,0,0,0,0,0,72,34,88,17,72,32,047
1168,San Miguel,Precinct 016,154,329,38,14,0,0,0,0,169,360,187,336,162,354,047
1169,San Miguel,Precinct 017,7,41,11,0,0,0,0,0,12,47,11,50,6,52,047
1170,San Miguel,Precinct 018,53,153,9,0,0,0,0,0,55,159,50,164,49,164,047
1171,San Miguel,Precinct 019,62,316,29,0,0,0,0,0,81,314,77,321,59,334,047
1172,San Miguel,Precinct 020,22,53,6,0,0,0,0,0,22,60,23,58,18,62,047
1173,San Miguel,Precinct 021,68,245,19,0,0,0,0,0,94,231,83,238,75,242,047
1174,San Miguel,Precinct 022,66,138,15,0,0,0,0,0,69,150,88,135,71,147,047
1175,San Miguel,Precinct 023,285,644,90,12,0,0,0,0,318,672,331,665,302,676,047
1176,San Miguel,Precinct 024,79,203,24,0,0,0,0,0,76,231,79,224,71,227,047
1177,San Miguel,Precinct 025,51,231,28,10,0,0,0,0,70,241,95,218,75,229,047
1178,San Miguel,Precinct 026,91,533,57,10,0,0,0,0,138,518,137,511,109,539,047
1179,San Miguel,Precinct 027,117,381,54,11,0,0,0,0,138,416,158,388,119,426,047
1180,San Miguel,Precinct 028,85,228,27,0,0,0,0,0,91,247,101,232,92,241,047
1181,Sandoval,Precinct 001,294,544,128,7,0,0,0,0,331,603,378,548,323,598,043
1182,Sandoval,Precinct 002,188,528,89,9,0,0,0,0,234,556,257,522,217,548,043
1183,Sandoval,Precinct 003,138,286,78,0,0,0,0,0,141,351,194,301,158,324,043
1184,Sandoval,Precinct 004,115,193,51,7,0,0,0,0,122,236,148,203,122,220,043
1185,Sandoval,Precinct 005,407,720,99,27,0,0,0,0,448,790,605,626,529,678,043
1186,Sandoval,Precinct 006,97,181,51,0,0,0,0,0,114,208,140,179,104,208,043
1187,Sandoval,Precinct 007,83,182,21,0,0,0,0,0,94,184,81,197,76,197,043
1188,Sandoval,Precinct 008,21,237,33,0,0,0,0,0,41,255,62,232,26,265,043
1189,Sandoval,Precinct 009,20,499,54,7,0,0,0,0,37,516,64,479,36,506,043
1190,Sandoval,Precinct 010,44,198,27,8,0,0,0,0,47,221,86,177,69,194,043
1191,Sandoval,Precinct 011,385,600,113,12,9,0,0,0,463,635,607,474,494,571,043
1192,Sandoval,Precinct 012,431,592,98,8,0,0,0,0,463,659,648,459,532,550,043
1193,Sandoval,Precinct 013,297,531,71,8,0,0,0,0,312,576,451,428,360,507,043
1194,Sandoval,Precinct 014,19,211,66,0,0,0,0,0,36,248,49,207,31,217,043
1195,Sandoval,Precinct 015,20,324,45,0,0,0,0,0,26,356,54,328,36,343,043
